,date_sent,link,clicks,date
256,05/20/20 12:43:02,https://activategood.org/,27,05/20/20
257,05/20/20 12:43:02,https://activategood.org/blog,15,05/20/20
258,05/20/20 12:43:02,https://activategood.org/covid19/,41,05/20/20
259,05/20/20 12:43:02,https://activategood.org/donate,13,05/20/20
260,05/20/20 12:43:02,https://activategood.org/opportunity,44,05/20/20
261,05/20/20 12:43:02,https://activategood.org/opportunity/5131,20,05/20/20
262,05/20/20 12:43:02,https://activategood.org/teenschangetheworld/,34,05/20/20
263,05/20/20 12:43:02,https://activategood.org/triangle-nonprofits-pandemic/,26,05/20/20
264,05/20/20 12:43:02,https://activategood.org/wp-content/uploads/2020/04/Op-Sr-Smiles-flyer-Apr2020.pdf,66,05/20/20
265,05/20/20 12:43:02,https://docs.google.com/forms/d/e/1FAIpQLScAclGyJNwEHIIXwz8QkpdgA86amEf7sSZwxmwJPCfd3Va2gg/viewform,65,05/20/20
266,05/20/20 12:43:02,https://docs.google.com/forms/d/e/1FAIpQLScDBxysRXGCL_k7GDYfd6lEPGx6IesfD1OakIp487pVXGAsXQ/viewform,46,05/20/20
267,05/20/20 12:43:02,https://twitter.com/activategood,13,05/20/20
268,05/20/20 12:43:02,https://www.facebook.com/activategood/,18,05/20/20
269,05/20/20 12:43:02,https://www.instagram.com/activategood/,21,05/20/20
270,05/20/20 12:43:02,https://www.lungcancerinitiativenc.org/,28,05/20/20
271,05/20/20 12:43:02,https://www.youcanvote.org/gonedigital,27,05/20/20
272,05/27/20 14:35:57,https://activategood.org/,32,05/27/20
273,05/27/20 14:35:57,https://activategood.org/coronavirus-nonprofit-report/,70,05/27/20
274,05/27/20 14:35:57,https://activategood.org/donate,38,05/27/20
275,05/27/20 14:35:57,https://activategood.org/impacts/,49,05/27/20
276,05/27/20 14:35:57,https://activategood.org/opportunity/5139,60,05/27/20
277,05/27/20 14:35:57,https://activategood.org/opportunity/5165,59,05/27/20
278,05/27/20 14:35:57,https://activategood.org/trianglecausewiki/,46,05/27/20
279,05/27/20 14:35:57,https://twitter.com/activategood,27,05/27/20
280,05/27/20 14:35:57,https://wildwoodsfarmnc.com/,36,05/27/20
281,05/27/20 14:35:57,https://www.facebook.com/activategood/,28,05/27/20
282,05/27/20 14:35:57,https://www.instagram.com/activategood/,23,05/27/20
283,06/04/19 07:32:06,https://activategood.org/,6,06/04/19
284,06/04/19 07:32:06,https://activategood.org/911day2019-grouppreregistration/,25,06/04/19
285,06/04/19 07:32:06,https://activategood.org/cookbook/,5,06/04/19
286,06/04/19 07:32:06,https://activategood.org/donate,2,06/04/19
287,06/04/19 07:32:06,https://activategood.org/nonprofit/262,3,06/04/19
288,06/04/19 07:32:06,https://activategood.org/opportunity/3329#tab-what,6,06/04/19
289,06/04/19 07:32:06,https://activategood.org/opportunity/4437#tab-what,7,06/04/19
290,06/04/19 07:32:06,https://activategood.org/opportunity/4511#tab-what,10,06/04/19
291,06/04/19 07:32:06,https://activategood.org/opportunity/4563#tab-what,17,06/04/19
292,06/04/19 07:32:06,https://activategood.org/opportunity/4571#tab-what,11,06/04/19
293,06/04/19 07:32:06,https://activategood.org/opportunity/4572#tab-what,8,06/04/19
294,06/04/19 07:32:06,https://activategood.org/opportunity/4574#tab-what,6,06/04/19
295,06/04/19 07:32:06,https://activategood.org/opportunity/4578#tab-what,13,06/04/19
296,06/04/19 07:32:06,https://activategood.org/teenschangetheworld2019,1,06/04/19
297,06/04/19 07:32:06,https://activategood.org/teenschangetheworld2019/,32,06/04/19
298,06/04/19 07:32:06,https://activategood.org/wp-content/uploads/2019/05/TeensChangeTheWorld-Week12019.pdf,6,06/04/19
299,06/04/19 07:32:06,https://activategood.org/wp-content/uploads/2019/05/TeensChangeTheWorld-Week22019.pdf,3,06/04/19
300,06/04/19 07:32:06,https://twitter.com/activategood,1,06/04/19
301,06/04/19 07:32:06,https://www.facebook.com/activategood/,3,06/04/19
302,06/04/19 07:32:06,https://www.instagram.com/activategood/,3,06/04/19
303,06/05/20 07:50:35,http://www.activategood.org/,15,06/05/20
304,06/05/20 07:50:35,https://activategood.org/,21,06/05/20
305,06/05/20 07:50:35,https://activategood.org/donate,22,06/05/20
306,06/05/20 07:50:35,https://activategood.org/opportunity/5163,51,06/05/20
307,06/05/20 07:50:35,https://activategood.org/smart/,42,06/05/20
308,06/05/20 07:50:35,https://activategood.org/social-distanced-volunteering/,67,06/05/20
309,06/05/20 07:50:35,https://activategood.org/wp-content/uploads/2020/05/CommunityEngagementSurvey-ActivateGood2020FINAL.pdf,18,06/05/20
310,06/05/20 07:50:35,https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf,80,06/05/20
311,06/05/20 07:50:35,https://docs.google.com/forms/d/e/1FAIpQLScDBxysRXGCL_k7GDYfd6lEPGx6IesfD1OakIp487pVXGAsXQ/viewform,34,06/05/20
312,06/05/20 07:50:35,https://twitter.com/activategood,14,06/05/20
313,06/05/20 07:50:35,https://volunteercaregiving.org/,33,06/05/20
314,06/05/20 07:50:35,https://volunteercaregiving.org/volunteer-2/#volunteer-signup,25,06/05/20
315,06/05/20 07:50:35,https://www.amazon.com/gp/registry/wishlist/H6EEWIVCSYZ3/ref=cm_wl_huc_view,26,06/05/20
316,06/05/20 07:50:35,https://www.amazon.com/hz/wishlist/ls/H6EEWIVCSYZ3/ref=hz_ls_biz_ex,54,06/05/20
317,06/05/20 07:50:35,https://www.artintimacy.org/,36,06/05/20
318,06/05/20 07:50:35,https://www.facebook.com/activategood/,17,06/05/20
319,06/05/20 07:50:35,https://www.instagram.com/activategood/,14,06/05/20
320,06/05/20 07:50:35,https://www.youcanvote.org/gonedigital,35,06/05/20
321,06/10/20 11:24:22,https://activategood.org/,19,06/10/20
322,06/10/20 11:24:22,https://activategood.org/black-led-triangle-nonprofits/,47,06/10/20
323,06/10/20 11:24:22,https://activategood.org/donate,28,06/10/20
324,06/10/20 11:24:22,https://activategood.org/opportunity/2327,32,06/10/20
325,06/10/20 11:24:22,https://activategood.org/opportunity/5163,70,06/10/20
326,06/10/20 11:24:22,https://activategood.org/smart/,36,06/10/20
327,06/10/20 11:24:22,https://activategood.org/trianglecausewiki/,38,06/10/20
